region,lat,lon,tile_basename,mode_index,lambda_m,crest_az_deg,rel_power,spectral_intensity,prom_frac,theta_image_deg
Tengger,40.25,101,Tengger_lat40p25_lon101p00,2,1068.296199,146.25,0.079289584,1483958.298,0.21695572,-33.75
Tengger,40.25,101,Tengger_lat40p25_lon101p00,3,1513.785733,128.75,0.04114231,770006.2132,0.341707714,-51.25
Tengger,40.25,101,Tengger_lat40p25_lon101p00,4,2409.32123,206.25,0.008821467,165099.7229,0.380145066,26.25
Tengger,40.25,101,Tengger_lat40p25_lon101p00,5,5127.066427,116.25,9.07E-05,1696.614358,0.844788879,-63.75
Tengger,40.25,101,Tengger_lat40p25_lon101p00,6,7265.101213,181.25,3.63E-05,679.6405476,0.860049303,1.25
Tengger,40.25,101.25,Tengger_lat40p25_lon101p25,1,98.69869206,223.75,1,27575611.22,0.970716483,43.75
Tengger,40.25,101.25,Tengger_lat40p25_lon101p25,2,1347.742218,166.25,0.080308977,2214569.116,0.235123815,-13.75
Tengger,40.25,101.25,Tengger_lat40p25_lon101p25,3,2145.048581,131.25,0.018564764,511934.707,0.394759834,-48.75
Tengger,40.25,101.25,Tengger_lat40p25_lon101p25,4,3039.553957,161.25,0.00273524,75425.92632,0.468266043,-18.75
Tengger,40.25,101.25,Tengger_lat40p25_lon101p25,5,4307.076464,188.75,0.000267554,7377.95288,0.550176905,8.75
Tengger,40.25,101.25,Tengger_lat40p25_lon101p25,6,7265.101213,181.25,3.31E-05,913.4757321,0.944251015,1.25
Tengger,40.25,101.75,Tengger_lat40p25_lon101p75,1,110.8584935,208.75,1,43861853.07,0.978997337,28.75
Tengger,40.25,101.75,Tengger_lat40p25_lon101p75,2,1271.680598,211.25,0.069874779,3064837.293,0.336619948,31.25
Tengger,40.25,101.75,Tengger_lat40p25_lon101p75,3,2706.152597,196.25,0.001898842,83286.71114,0.207818215,16.25
Tengger,40.25,101.75,Tengger_lat40p25_lon101p75,4,3618.230411,193.75,0.000365747,16042.33567,0.24239326,13.75
Tengger,40.25,101.75,Tengger_lat40p25_lon101p75,5,5127.066427,158.75,7.93E-05,3479.948728,0.440699052,-21.25
Tengger,40.25,101.75,Tengger_lat40p25_lon101p75,6,7265.101213,181.25,4.78E-05,2095.213558,0.928876044,1.25
Tengger,40.25,102,Tengger_lat40p25_lon102p00,1,117.4891495,221.25,1,51660048.63,0.978561377,41.25
Tengger,40.25,102,Tengger_lat40p25_lon102p00,2,1428.353227,203.75,0.027715794,1431799.258,0.3326636,23.75
Tengger,40.25,102,Tengger_lat40p25_lon102p00,3,2409.32123,188.75,0.002802828,144794.2115,0.306725473,8.75
Tengger,40.25,102,Tengger_lat40p25_lon102p00,4,5127.066427,116.25,2.27E-05,1174.186047,0.762521454,-63.75
Tengger,40.25,102,Tengger_lat40p25_lon102p00,5,7265.101213,181.25,4.66E-05,2409.841667,0.906002263,1.25
Tengger,40.75,101.75,Tengger_lat40p75_lon101p75,1,117.4891495,103.75,1,41158289.86,0.981831209,-76.25
Tengger,40.75,101.75,Tengger_lat40p75_lon101p75,2,3039.553957,123.75,0.002039673,83949.43917,0.30842781,-56.25
Tengger,40.75,101.75,Tengger_lat40p75_lon101p75,3,4064.000891,136.25,0.000394897,16253.26774,0.567679107,-43.75
Tengger,40.75,101.75,Tengger_lat40p75_lon101p75,4,7265.101213,181.25,0.000164018,6750.708515,0.949963923,1.25
Tengger,40.75,102,Tengger_lat40p75_lon102p00,1,104.6020474,251.25,1,24288314.65,0.980619156,71.25
Tengger,40.75,102,Tengger_lat40p75_lon102p00,2,897.4397893,131.25,0.156395267,3798577.454,0.238053009,-48.75
Tengger,40.75,102,Tengger_lat40p75_lon102p00,3,1700.286015,166.25,0.025076248,609059.8015,0.27754424,-13.75
Tengger,40.75,102,Tengger_lat40p75_lon102p00,4,2409.32123,148.75,0.004316842,104848.8225,0.319849471,-31.25
Tengger,40.75,102,Tengger_lat40p75_lon102p00,5,3618.230411,98.75,0.000546862,13282.35285,0.344205327,-81.25
Tengger,40.75,102,Tengger_lat40p75_lon102p00,6,5127.066427,133.75,6.95E-05,1688.491952,0.769282391,-46.25
Tengger,40.75,102,Tengger_lat40p75_lon102p00,7,7265.101213,181.25,2.58E-05,625.6574161,0.848270361,1.25
Tengger,40.75,102.25,Tengger_lat40p75_lon102p25,1,210.0320805,91.25,1,18707375.52,0.981877406,-88.75
Tengger,40.75,102.25,Tengger_lat40p75_lon102p25,2,3039.553957,261.25,0.002263956,42352.68211,0.358624899,81.25
Tengger,40.75,102.25,Tengger_lat40p75_lon102p25,3,5127.066427,133.75,4.92E-05,920.8821502,0.373840688,-46.25
Tengger,40.75,102.25,Tengger_lat40p75_lon102p25,4,7265.101213,181.25,1.66E-05,309.6981595,0.893587842,1.25
Tengger,41,101.75,Tengger_lat41p00_lon101p75,1,117.4891495,253.75,1,50064015.78,0.98163064,73.75
Tengger,41,101.75,Tengger_lat41p00_lon101p75,2,532.0423875,133.75,0.689597909,34524040.61,0.251995009,-46.25
Tengger,41,101.75,Tengger_lat41p00_lon101p75,3,1801.983335,136.25,0.051531039,2579850.765,0.201491151,-43.75
Tengger,41,101.75,Tengger_lat41p00_lon101p75,4,2409.32123,183.75,0.012186513,610105.7808,0.384179979,3.75
Tengger,41,101.75,Tengger_lat41p00_lon101p75,5,3221.355423,186.25,0.00396565,198536.3514,0.376198549,6.25
Tengger,41,101.75,Tengger_lat41p00_lon101p75,6,4307.076464,171.25,0.002321662,116231.7441,0.793377842,-8.75
Tengger,41,101.75,Tengger_lat41p00_lon101p75,7,7265.101213,181.25,0.000255807,12806.71066,0.822989007,1.25
Tengger,41,102,Tengger_lat41p00_lon102p00,1,117.4891495,106.25,1,22721837.32,0.981094382,-73.75
Tengger,41,102,Tengger_lat41p00_lon102p00,2,2145.048581,211.25,0.014462778,328620.8967,0.214679016,31.25
Tengger,41,102,Tengger_lat41p00_lon102p00,3,3221.355423,261.25,0.001917116,43560.40504,0.52153874,81.25
Tengger,41,102,Tengger_lat41p00_lon102p00,4,5127.066427,226.25,0.000136775,3107.788467,0.323386843,46.25
Tengger,41,102,Tengger_lat41p00_lon102p00,5,7265.101213,91.25,6.24E-05,1418.825555,0.743744631,-88.75
Tengger,41,102.25,Tengger_lat41p00_lon102p25,1,117.4891495,243.75,1,18218844.57,0.980435224,63.75
Tengger,41,102.25,Tengger_lat41p00_lon102p25,2,2409.32123,183.75,0.005773044,105178.1869,0.376456141,3.75
Tengger,41,102.25,Tengger_lat41p00_lon102p25,3,4064.000891,101.25,0.000290933,5300.455269,0.698379315,-78.75
Tengger,41,102.25,Tengger_lat41p00_lon102p25,4,7265.101213,181.25,0.000141047,2569.707069,0.956364646,1.25
Tengger,41,102.5,Tengger_lat41p00_lon102p50,1,110.8584935,238.75,1,20923742.19,0.97964879,58.75
Tengger,41,102.5,Tengger_lat41p00_lon102p50,2,2145.048581,196.25,0.011781279,246508.4464,0.4946402,16.25
Tengger,41,102.5,Tengger_lat41p00_lon102p50,3,3039.553957,198.75,0.006373886,133365.5527,0.767967998,18.75
Tengger,41,102.5,Tengger_lat41p00_lon102p50,4,4064.000891,196.25,0.002335536,48868.16102,0.984829882,16.25
Tengger,41,102.5,Tengger_lat41p00_lon102p50,5,6855.085589,193.75,0.000586572,12273.27597,0.988069923,13.75
Tengger,41.25,101.75,Tengger_lat41p25_lon101p75,1,110.8584935,211.25,1,38989203.46,0.982202354,31.25
Tengger,41.25,101.75,Tengger_lat41p25_lon101p75,2,1604.328118,161.25,0.095840867,3736759.058,0.307740591,-18.75
Tengger,41.25,101.75,Tengger_lat41p25_lon101p75,3,2409.32123,166.25,0.037620728,1466802.236,0.329536692,-13.75
Tengger,41.25,101.75,Tengger_lat41p25_lon101p75,4,3618.230411,193.75,0.002145147,83637.56682,0.32846434,13.75
Tengger,41.25,101.75,Tengger_lat41p25_lon101p75,5,5127.066427,201.25,0.000405862,15824.2367,0.80379866,21.25
Tengger,41.25,101.75,Tengger_lat41p25_lon101p75,6,7265.101213,193.75,9.49E-05,3698.341422,0.829499479,13.75
Tengger,41.25,102,Tengger_lat41p25_lon102p00,1,110.8584935,243.75,1,45993194.69,0.98181428,63.75
Tengger,41.25,102,Tengger_lat41p25_lon102p00,2,2409.32123,208.75,0.018280154,840762.7019,0.435315935,28.75
Tengger,41.25,102,Tengger_lat41p25_lon102p00,3,4064.000891,136.25,0.002730965,125605.8094,0.579094192,-43.75
Tengger,41.25,102,Tengger_lat41p25_lon102p00,4,7265.101213,228.75,0.000141333,6500.37064,0.700427022,48.75
Tengger,41.25,102.25,Tengger_lat41p25_lon102p25,1,222.5944962,246.25,1,20121217.2,0.981614168,66.25
Tengger,41.25,102.25,Tengger_lat41p25_lon102p25,2,532.0423875,213.75,0.992229545,19964866.2,0.209389197,33.75
Tengger,41.25,102.25,Tengger_lat41p25_lon102p25,3,3039.553957,261.25,0.008097739,162936.3625,0.476996917,81.25
Tengger,41.25,102.25,Tengger_lat41p25_lon102p25,4,5127.066427,118.75,0.001141082,22959.95522,0.778647927,-61.25
Tengger,41.25,102.25,Tengger_lat41p25_lon102p25,5,6855.085589,166.25,0.000272357,5480.161961,0.584500721,-13.75
Tengger,41.25,102.5,Tengger_lat41p25_lon102p50,1,297.6174279,268.75,1,37488271.04,0.979748139,88.75
Tengger,41.25,102.5,Tengger_lat41p25_lon102p50,2,3039.553957,146.25,0.00293082,109871.3647,0.489747308,-33.75
Tengger,41.25,102.5,Tengger_lat41p25_lon102p50,3,5127.066427,133.75,0.000748849,28073.05098,0.319388091,-46.25
Tengger,41.25,102.5,Tengger_lat41p25_lon102p50,4,7265.101213,131.25,0.000281011,10534.60865,0.615651235,-48.75
Thar,26,69.25,Thar_lat26p00_lon69p25,1,397.9259817,206.25,1,111850987.2,0.9839991,26.25
Thar,26,69.25,Thar_lat26p00_lon69p25,2,2706.152597,243.75,0.009974293,1115634.517,0.281106667,63.75
Thar,26,69.25,Thar_lat26p00_lon69p25,3,4064.000891,188.75,0.002291302,256284.4015,0.380575657,8.75
Thar,26,69.25,Thar_lat26p00_lon69p25,4,6103.167745,118.75,0.000283148,31670.43141,0.52616989,-61.25
Thar,26,69.25,Thar_lat26p00_lon69p25,5,8160.170704,196.25,8.67E-05,9693.197928,1,16.25
Thar,26,69.5,Thar_lat26p00_lon69p50,1,210.0320805,211.25,1,56430563.4,0.95764007,31.25
Thar,26,69.5,Thar_lat26p00_lon69p50,2,421.7266867,201.25,0.754897313,42599280.7,0.214948053,21.25
Thar,26,69.5,Thar_lat26p00_lon69p50,3,671.2145829,206.25,0.467320533,26371160.96,0.248786609,26.25
Thar,26,69.5,Thar_lat26p00_lon69p50,4,897.4397893,208.75,0.2080168,11738505.2,0.203789239,28.75
Thar,26,69.5,Thar_lat26p00_lon69p50,5,2023.989919,206.25,0.010888858,614464.396,0.35674713,26.25
Thar,26,69.5,Thar_lat26p00_lon69p50,6,3039.553957,213.75,0.003471808,195916.0901,0.488381654,33.75
Thar,26,69.5,Thar_lat26p00_lon69p50,7,4064.000891,228.75,0.000983306,55488.48483,0.307965117,48.75
Thar,26,69.5,Thar_lat26p00_lon69p50,8,6103.167745,166.25,0.000280445,15825.64639,0.783557018,-13.75
Thar,26,69.5,Thar_lat26p00_lon69p50,9,9165.513867,221.25,0.000281726,15897.93006,1,41.25
Thar,26.25,69.25,Thar_lat26p25_lon69p25,1,297.6174279,198.75,1,28684819.85,0.946740446,18.75
Thar,26.25,69.25,Thar_lat26p25_lon69p25,2,421.7266867,191.25,0.702012968,20137115.53,0.247342308,11.25
Thar,26.25,69.25,Thar_lat26p25_lon69p25,3,2553.427285,206.25,0.008036845,230535.4409,0.527293775,26.25
Thar,26.25,69.25,Thar_lat26p25_lon69p25,4,3414.030779,216.25,0.001387281,39793.91841,0.48202403,36.25
Thar,26.25,69.25,Thar_lat26p25_lon69p25,5,5127.066427,146.25,0.000419861,12043.64304,0.692108825,-33.75
Thar,26.25,69.25,Thar_lat26p25_lon69p25,6,8160.170704,181.25,0.000240042,6885.564697,1,1.25
Thar,26.25,69.5,Thar_lat26p25_lon69p50,1,41.29329946,173.75,1,40843603.5,0.880277692,-6.25
Thar,26.25,69.5,Thar_lat26p25_lon69p50,2,532.0423875,206.25,0.275289497,11243815.08,0.32628025,26.25
Thar,26.25,69.5,Thar_lat26p25_lon69p50,3,1909.763363,203.75,0.011790228,481555.4119,0.208848831,23.75
Thar,26.25,69.5,Thar_lat26p25_lon69p50,4,2706.152597,208.75,0.006246224,255118.2785,0.55176856,28.75
Thar,26.25,69.5,Thar_lat26p25_lon69p50,5,4064.000891,196.25,0.001460809,59664.72363,0.433847115,16.25
Thar,26.25,69.5,Thar_lat26p25_lon69p50,6,6103.167745,193.75,0.000410012,16746.3661,0.540176107,13.75
Thar,26.25,69.5,Thar_lat26p25_lon69p50,7,8160.170704,163.75,5.18E-05,2114.940572,1,-16.25
Thar,26.5,68.75,Thar_lat26p50_lon68p75,1,41.29329946,186.25,1,16514317.68,0.889855134,6.25
Thar,26.5,68.75,Thar_lat26p50_lon68p75,2,354.2784382,178.75,0.892467436,14738490.75,0.209431844,-1.25
Thar,26.5,68.75,Thar_lat26p50_lon68p75,3,1801.983335,156.25,0.015774701,260508.4308,0.232830459,-23.75
Thar,26.5,68.75,Thar_lat26p50_lon68p75,4,3039.553957,103.75,0.001932505,31913.99883,0.533930515,-76.25
Thar,26.5,68.75,Thar_lat26p50_lon68p75,5,4064.000891,181.25,0.001256577,20751.51196,0.68730803,1.25
Thar,26.5,68.75,Thar_lat26p50_lon68p75,6,6103.167745,118.75,0.000194865,3218.059697,0.492028595,-61.25
Thar,26.5,68.75,Thar_lat26p50_lon68p75,7,8160.170704,196.25,6.58E-05,1085.929158,1,16.25
Thar,26.5,69.25,Thar_lat26p50_lon69p25,1,41.29329946,196.25,1,21830306.93,0.879778492,16.25
Thar,26.5,69.25,Thar_lat26p50_lon69p25,2,2553.427285,181.25,0.011599245,253215.0803,0.30149852,1.25
Thar,26.5,69.25,Thar_lat26p50_lon69p25,3,3414.030779,201.25,0.004333377,94598.95048,0.661173694,21.25
Thar,26.5,69.25,Thar_lat26p50_lon69p25,4,4837.713633,198.75,0.001834456,40046.74218,0.786172048,18.75
Thar,26.5,69.25,Thar_lat26p50_lon69p25,5,8160.170704,181.25,0.000531849,11610.41936,1,1.25
Thar,26.5,69.5,Thar_lat26p50_lon69p50,1,93.12850046,206.25,1,37899601.15,0.941324813,26.25
Thar,26.5,69.5,Thar_lat26p50_lon69p50,2,397.9259817,201.25,0.839670335,31823170.81,0.204026889,21.25
Thar,26.5,69.5,Thar_lat26p50_lon69p50,3,3039.553957,186.25,0.004642386,175944.5764,0.604026289,6.25
Thar,26.5,69.5,Thar_lat26p50_lon69p50,4,4064.000891,181.25,0.002037324,77213.78549,0.443737029,1.25
Thar,26.5,69.5,Thar_lat26p50_lon69p50,5,5758.727378,203.75,0.000493852,18716.78891,0.813292221,23.75
Thar,26.5,69.5,Thar_lat26p50_lon69p50,6,8160.170704,196.25,0.000297725,11283.67142,1,16.25
Thar,26.75,68.5,Thar_lat26p75_lon68p50,1,563.8648481,96.25,1,146450611.6,0.993239747,-83.75
Thar,26.75,68.5,Thar_lat26p75_lon68p50,2,1008.005486,113.75,0.690379497,101106499.6,0.274043867,-66.25
Thar,26.75,68.5,Thar_lat26p75_lon68p50,3,1347.742218,108.75,0.398605696,58376048,0.300956975,-71.25
Thar,26.75,68.5,Thar_lat26p75_lon68p50,4,3039.553957,161.25,0.003594465,526411.5586,0.301296514,-18.75
Thar,26.75,68.5,Thar_lat26p75_lon68p50,5,7265.101213,148.75,0.000203345,29780.02876,1,-31.25
Thar,26.75,68.75,Thar_lat26p75_lon68p75,1,87.87267,211.25,1,10474474.44,0.944312791,31.25
Thar,26.75,68.75,Thar_lat26p75_lon68p75,2,671.2145829,246.25,0.275350531,2884152.096,0.218201263,66.25
Thar,26.75,68.75,Thar_lat26p75_lon68p75,3,1008.005486,213.75,0.126073573,1320554.416,0.32930325,33.75
Thar,26.75,68.75,Thar_lat26p75_lon68p75,4,2706.152597,91.25,0.002138891,22403.76346,0.351498673,-88.75
Thar,26.75,68.75,Thar_lat26p75_lon68p75,5,4064.000891,118.75,0.000221661,2321.786968,0.743039934,-61.25
Thar,26.75,68.75,Thar_lat26p75_lon68p75,6,6103.167745,181.25,6.17E-05,646.4181847,0.811677257,1.25
Thar,26.75,68.75,Thar_lat26p75_lon68p75,7,8160.170704,181.25,0.000121659,1274.309416,1,1.25
Thar,26.75,69.25,Thar_lat26p75_lon69p25,1,41.29329946,191.25,1,16173342.37,0.877768994,11.25
Thar,26.75,69.25,Thar_lat26p75_lon69p25,2,473.6839381,193.75,0.422640996,6835517.523,0.243126456,13.75
Thar,26.75,69.25,Thar_lat26p75_lon69p25,3,1347.742218,181.25,0.068365426,1105697.448,0.250289805,1.25
Thar,26.75,69.25,Thar_lat26p75_lon69p25,4,1801.983335,198.75,0.025731398,416162.7145,0.300752584,18.75
Thar,26.75,69.25,Thar_lat26p75_lon69p25,5,3039.553957,181.25,0.006292866,101776.6706,0.747071742,1.25
Thar,26.75,69.25,Thar_lat26p75_lon69p25,6,4064.000891,196.25,0.002597366,42008.09179,0.702970432,16.25
Thar,26.75,69.25,Thar_lat26p75_lon69p25,7,6103.167745,166.25,0.000233211,3771.798499,0.836318686,-13.75
Thar,26.75,69.25,Thar_lat26p75_lon69p25,8,8160.170704,196.25,9.43E-05,1524.393693,1,16.25
Thar,26.75,69.5,Thar_lat26p75_lon69p50,1,41.29329946,196.25,1,19646770.43,0.892843252,16.25
Thar,26.75,69.5,Thar_lat26p75_lon69p50,2,446.9509568,193.75,0.544237206,10692503.45,0.224891151,13.75
Thar,26.75,69.5,Thar_lat26p75_lon69p50,3,753.9090529,198.75,0.574614681,11289322.72,0.292955021,18.75
Thar,26.75,69.5,Thar_lat26p75_lon69p50,4,1068.296199,206.25,0.251202092,4935309.836,0.200414757,26.25
Thar,26.75,69.5,Thar_lat26p75_lon69p50,5,2145.048581,201.25,0.034376203,675381.3721,0.331724421,21.25
Thar,26.75,69.5,Thar_lat26p75_lon69p50,6,3039.553957,213.75,0.016415816,322517.7657,0.611829234,33.75
Thar,26.75,69.5,Thar_lat26p75_lon69p50,7,4837.713633,198.75,0.001678324,32973.63795,0.537257551,18.75
Thar,26.75,69.5,Thar_lat26p75_lon69p50,8,7265.101213,211.25,0.000505376,9929.001678,1,31.25
Thar,27,68.5,Thar_lat27p00_lon68p50,1,671.2145829,203.75,1,50217744.64,0.977860907,23.75
Thar,27,68.5,Thar_lat27p00_lon68p50,2,1132.193013,253.75,0.531698834,26700716.29,0.20963359,73.75
Thar,27,68.5,Thar_lat27p00_lon68p50,3,1513.785733,256.25,0.335560514,16851092.19,0.310677314,76.25
Thar,27,68.5,Thar_lat27p00_lon68p50,4,3414.030779,106.25,0.005886174,295590.3769,0.579219531,-73.75
Thar,27,68.5,Thar_lat27p00_lon68p50,5,4564.690847,91.25,0.002235747,112274.1711,0.68729804,-88.75
Thar,27,68.5,Thar_lat27p00_lon68p50,6,6103.167745,221.25,0.000859994,43186.93861,0.458960899,41.25
Thar,27,68.5,Thar_lat27p00_lon68p50,7,9165.513867,221.25,7.70E-05,3866.429244,1,41.25
Thar,27,68.75,Thar_lat27p00_lon68p75,1,104.6020474,251.25,0.839499835,10531274.21,0.288972507,71.25
Thar,27,68.75,Thar_lat27p00_lon68p75,2,375.4685011,176.25,1,12544700.76,0.949351691,-3.75
Thar,27,68.75,Thar_lat27p00_lon68p75,3,1271.680598,98.75,0.281319337,3529066.902,0.229107551,-81.25
Thar,27,68.75,Thar_lat27p00_lon68p75,4,3039.553957,263.75,0.006726789,84385.55065,0.447934927,83.75
Thar,27,68.75,Thar_lat27p00_lon68p75,5,4564.690847,101.25,0.001277978,16031.85024,0.643116455,-78.75
Thar,27,68.75,Thar_lat27p00_lon68p75,6,6103.167745,166.25,0.000253196,3176.265792,0.724404213,-13.75
Thar,27,68.75,Thar_lat27p00_lon68p75,7,9165.513867,91.25,0.000129973,1630.471986,1,-88.75
Thar,27.25,68.75,Thar_lat27p25_lon68p75,1,98.69869206,231.25,1,24600597.02,0.977179297,51.25
Thar,27.25,68.75,Thar_lat27p25_lon68p75,2,3414.030779,216.25,0.003058541,75241.94304,0.631611766,36.25
Thar,27.25,68.75,Thar_lat27p25_lon68p75,3,4564.690847,221.25,0.001387509,34133.56139,0.277531393,41.25
Thar,27.25,68.75,Thar_lat27p25_lon68p75,4,6103.167745,181.25,0.000585931,14414.25685,0.745434435,1.25
Thar,27.25,68.75,Thar_lat27p25_lon68p75,5,8160.170704,181.25,0.000410549,10099.74697,1,1.25
Thar,27.25,69.25,Thar_lat27p25_lon69p25,1,41.29329946,178.75,0.836393838,17425132.68,0.260084128,-1.25
Thar,27.25,69.25,Thar_lat27p25_lon69p25,2,397.9259817,193.75,1,20833645.45,0.897451923,13.75
Thar,27.25,69.25,Thar_lat27p25_lon69p25,3,2706.152597,151.25,0.013999486,291660.3376,0.406587357,-28.75
Thar,27.25,69.25,Thar_lat27p25_lon69p25,4,4064.000891,91.25,0.001758722,36640.59566,0.225103146,-88.75
Thar,27.25,69.25,Thar_lat27p25_lon69p25,5,5433.725959,128.75,0.000301988,6291.518452,0.321175421,-51.25
Thar,27.25,69.25,Thar_lat27p25_lon69p25,6,7265.101213,211.25,7.14E-05,1488.271041,1,31.25
Thar,27.25,69.5,Thar_lat27p25_lon69p50,1,41.29329946,193.75,1,13464877.6,0.880700864,13.75
Thar,27.25,69.5,Thar_lat27p25_lon69p50,2,1513.785733,228.75,0.123025243,1656519.84,0.225702867,48.75
Thar,27.25,69.5,Thar_lat27p25_lon69p50,3,2706.152597,208.75,0.010245498,137954.379,0.275705985,28.75
Thar,27.25,69.5,Thar_lat27p25_lon69p50,4,4564.690847,161.25,0.000440793,5935.229908,0.469263827,-18.75
Thar,27.25,69.5,Thar_lat27p25_lon69p50,5,6103.167745,166.25,0.000329806,4440.796716,0.859246145,-13.75
Thar,27.25,69.5,Thar_lat27p25_lon69p50,6,8160.170704,181.25,0.000140207,1887.872739,1,1.25
Thar,27.25,69.75,Thar_lat27p25_lon69p75,1,98.69869206,198.75,1,2683439.874,0.946087258,18.75
Thar,27.25,69.75,Thar_lat27p25_lon69p75,2,334.2842646,196.25,0.957798082,2570193.564,0.226908865,16.25
Thar,27.25,69.75,Thar_lat27p25_lon69p75,3,2706.152597,191.25,0.011740297,31504.38107,0.28487513,11.25
Thar,27.25,69.75,Thar_lat27p25_lon69p75,4,4064.000891,188.75,0.001989928,5339.853384,0.393465026,8.75
Thar,27.25,69.75,Thar_lat27p25_lon69p75,5,6103.167745,166.25,0.000559745,1502.043362,0.822380197,-13.75
Thar,27.25,69.75,Thar_lat27p25_lon69p75,6,9165.513867,91.25,0.000264627,710.1111578,1,-88.75
Thar,27.25,70.25,Thar_lat27p25_lon70p25,1,354.2784382,198.75,1,77883007.97,0.9920104,18.75
Thar,27.25,70.25,Thar_lat27p25_lon70p25,2,3039.553957,198.75,0.002443614,190315.9814,0.370133116,18.75
Thar,27.25,70.25,Thar_lat27p25_lon70p25,3,4064.000891,163.75,0.000745861,58089.89147,0.312896521,-16.25
Thar,27.25,70.25,Thar_lat27p25_lon70p25,4,6103.167745,241.25,0.000406089,31627.40473,0.753455079,61.25
Thar,27.25,70.25,Thar_lat27p25_lon70p25,5,8648.245934,111.25,0.000107064,8338.485086,0.697593688,-68.75
Thar,27.5,69.25,Thar_lat27p50_lon69p25,1,473.6839381,146.25,1,35300921.33,0.975028694,-33.75
Thar,27.5,69.25,Thar_lat27p50_lon69p25,2,1801.983335,111.25,0.154874861,5467225.294,0.255306031,-68.75
Thar,27.5,69.25,Thar_lat27p50_lon69p25,3,3039.553957,186.25,0.012312226,434632.9322,0.347384882,6.25
Thar,27.5,69.25,Thar_lat27p50_lon69p25,4,4064.000891,143.75,0.004528856,159872.7965,0.537548625,-36.25
Thar,27.5,69.25,Thar_lat27p50_lon69p25,5,6855.085589,253.75,0.000283161,9995.83553,1,73.75
Thar,27.5,69.25,Thar_lat27p50_lon69p25,6,9165.513867,221.25,0.000110233,3891.31202,0.910983889,41.25
Thar,27.5,69.5,Thar_lat27p50_lon69p50,1,563.8648481,233.75,1,56273005.6,0.969491371,53.75
Thar,27.5,69.5,Thar_lat27p50_lon69p50,2,846.7915844,246.25,0.830027193,46708124.9,0.345192435,66.25
Thar,27.5,69.5,Thar_lat27p50_lon69p50,3,1132.193013,233.75,0.435103915,24484605.04,0.25343137,53.75
Thar,27.5,69.5,Thar_lat27p50_lon69p50,4,3039.553957,263.75,0.012954641,728996.5865,0.380132084,83.75
Thar,27.5,69.5,Thar_lat27p50_lon69p50,5,4564.690847,101.25,0.001610404,90622.25607,0.326139276,-78.75
Thar,27.5,69.5,Thar_lat27p50_lon69p50,6,6103.167745,221.25,0.00036447,20509.80722,0.528594317,41.25
Thar,27.5,69.5,Thar_lat27p50_lon69p50,7,9165.513867,221.25,0.000133363,7504.739884,1,41.25
Thar,27.5,69.75,Thar_lat27p50_lon69p75,1,148.2220821,178.75,1,5426030.301,0.884892183,-1.25
Thar,27.5,69.75,Thar_lat27p50_lon69p75,2,3414.030779,216.25,0.003197435,17349.37838,0.94700198,36.25
Thar,27.5,69.75,Thar_lat27p50_lon69p75,3,4564.690847,221.25,0.000987506,5358.236452,0.676636118,41.25
Thar,27.5,69.75,Thar_lat27p50_lon69p75,4,6103.167745,193.75,0.000268904,1459.079155,0.49044022,13.75
Thar,27.5,69.75,Thar_lat27p50_lon69p75,5,8160.170704,181.25,0.000545013,2957.254704,1,1.25
Thar,27.5,70.25,Thar_lat27p50_lon70p25,1,117.4891495,206.25,1,9054843.406,0.915927502,26.25
Thar,27.5,70.25,Thar_lat27p50_lon70p25,2,1008.005486,193.75,0.144937777,1312388.877,0.257478819,13.75
Thar,27.5,70.25,Thar_lat27p50_lon70p25,3,1801.983335,216.25,0.024715722,223796.9933,0.272674997,36.25
Thar,27.5,70.25,Thar_lat27p50_lon70p25,4,2706.152597,256.25,0.003816622,34558.91361,0.295214233,76.25
Thar,27.5,70.25,Thar_lat27p50_lon70p25,5,4564.690847,258.75,0.001999827,18108.11838,0.891797478,78.75
Thar,27.5,70.25,Thar_lat27p50_lon70p25,6,6855.085589,91.25,0.000587459,5319.352841,1,-88.75
Thar,27.75,70.25,Thar_lat27p75_lon70p25,1,93.12850046,203.75,1,10251560.5,0.920751046,23.75
Thar,27.75,70.25,Thar_lat27p75_lon70p25,2,1271.680598,173.75,0.080585207,826124.1253,0.28064746,-6.25
Thar,27.75,70.25,Thar_lat27p75_lon70p25,3,2023.989919,108.75,0.022660671,232307.2376,0.374156129,-71.25
Thar,27.75,70.25,Thar_lat27p75_lon70p25,4,3039.553957,256.25,0.002380759,24406.49107,0.349722217,76.25
Thar,27.75,70.25,Thar_lat27p75_lon70p25,5,4064.000891,188.75,0.000804413,8246.485168,0.38939227,8.75
Thar,27.75,70.25,Thar_lat27p75_lon70p25,6,6103.167745,241.25,0.000221408,2269.781936,0.414740231,61.25
Thar,27.75,70.25,Thar_lat27p75_lon70p25,7,9165.513867,91.25,0.000104918,1075.574252,1,-88.75
Thar,27.75,70.5,Thar_lat27p75_lon70p50,1,98.69869206,208.75,1,16518138.07,0.913046201,28.75
Thar,27.75,70.5,Thar_lat27p75_lon70p50,2,1700.286015,108.75,0.026619307,439701.3813,0.303733617,-71.25
Thar,27.75,70.5,Thar_lat27p75_lon70p50,3,3414.030779,253.75,0.00199995,33035.44333,0.655639265,73.75
Thar,27.75,70.5,Thar_lat27p75_lon70p50,4,5127.066427,246.25,0.000425719,7032.085272,0.424446114,66.25
